Tiempo ,U_YAW,U_PITCH,W_YAW,W_PITCH,YAW,PITCH
9.08,4.688,19.236,0.0,0.0,-0.005,0.009
9.1,4.687,19.233,0.0,-0.0,-0.005,0.009
9.12,4.982,20.138,0.0,-0.045,-0.005,0.007
9.14,4.997,20.182,0.0,-0.047,-0.005,0.007
9.16,4.684,19.252,0.0,0.001,-0.005,0.007
9.18,4.663,19.194,0.0,0.004,-0.005,0.007
9.2,4.686,19.264,0.0,0.0,-0.005,0.007
9.22,4.687,19.27,0.0,-0.0,-0.005,0.007
9.24,4.684,19.261,0.0,-0.0,-0.005,0.007
9.26,4.682,19.258,0.0,0.0,-0.005,0.007
9.28,4.68,19.255,0.0,0.0,-0.005,0.007
9.3,4.678,19.253,0.0,-0.0,-0.005,0.007
9.32,4.677,19.25,0.0,0.0,-0.005,0.007
9.34,4.675,19.247,0.0,0.0,-0.005,0.007
9.36,4.673,19.244,0.0,0.0,-0.005,0.007
9.38,4.672,19.241,0.0,0.0,-0.005,0.007
9.4,4.67,19.238,0.0,0.0,-0.005,0.007
9.42,4.668,19.236,0.0,0.0,-0.005,0.007
9.44,4.667,19.233,0.0,0.0,-0.005,0.007
9.46,4.665,19.23,0.0,0.0,-0.005,0.007
9.48,4.663,19.227,0.0,0.0,-0.005,0.007
9.5,4.662,19.224,0.0,0.0,-0.005,0.007
9.52,4.958,20.13,0.0,-0.045,-0.005,0.005
9.54,4.972,20.176,0.0,-0.047,-0.005,0.005
9.56,4.659,19.246,0.0,0.001,-0.005,0.005
9.58,4.639,19.189,0.0,0.004,-0.005,0.005
9.6,4.662,19.259,0.0,0.0,-0.005,0.005
9.62,4.663,19.266,0.0,-0.0,-0.005,0.005
9.64,4.66,19.259,0.0,-0.0,-0.005,0.005
9.66,4.658,19.255,0.0,0.0,-0.005,0.005
9.68,4.657,19.254,0.0,0.0,-0.005,0.005
9.7,4.655,19.252,0.0,-0.0,-0.005,0.005
9.72,4.654,19.25,0.0,0.0,-0.005,0.005
9.74,4.652,19.248,0.0,0.0,-0.005,0.005
9.76,4.651,19.246,0.0,0.0,-0.005,0.005
9.78,4.649,19.244,0.0,0.0,-0.005,0.005
9.8,4.648,19.242,0.0,0.0,-0.005,0.005
9.82,4.646,19.24,0.0,0.0,-0.005,0.005
9.84,4.645,19.238,0.0,0.0,-0.005,0.005
9.86,4.643,19.236,0.0,0.0,-0.005,0.005
9.88,4.642,19.233,0.0,0.0,-0.005,0.005
9.9,4.64,19.231,0.0,0.0,-0.005,0.005
9.92,4.639,19.229,0.0,0.0,-0.005,0.005
9.94,4.637,19.227,0.0,0.0,-0.005,0.005
9.96,4.636,19.225,0.0,0.0,-0.005,0.005
9.98,4.634,19.223,0.0,0.0,-0.005,0.005
10.0,4.633,19.221,0.0,0.0,-0.005,0.005
10.02,4.631,19.219,0.0,0.0,-0.005,0.005
10.04,4.63,19.217,0.0,0.0,-0.005,0.005
10.06,4.33,18.307,0.0,0.045,-0.005,0.007
10.08,4.313,18.256,0.0,0.047,-0.005,0.007
10.1,4.622,19.181,0.0,-0.001,-0.005,0.007
10.12,4.639,19.233,0.0,-0.004,-0.005,0.007
10.14,4.613,19.158,0.0,-0.0,-0.005,0.007
10.16,4.609,19.147,0.0,0.0,-0.005,0.007
10.18,4.609,19.149,0.0,0.0,-0.005,0.007
10.2,4.607,19.147,0.0,-0.0,-0.005,0.007
10.22,4.606,19.144,0.0,-0.0,-0.005,0.007
10.24,4.902,20.05,0.0,-0.045,-0.005,0.005
10.26,4.916,20.095,0.0,-0.047,-0.005,0.005
10.28,4.603,19.166,0.0,0.001,-0.005,0.005
10.3,4.583,19.109,0.0,0.004,-0.005,0.005
10.32,4.606,19.179,0.0,0.0,-0.005,0.005
10.34,4.607,19.186,0.0,-0.0,-0.005,0.005
10.36,4.604,19.178,0.0,-0.0,-0.005,0.005
10.38,4.602,19.175,0.0,0.0,-0.005,0.005
10.4,4.601,19.174,0.0,0.0,-0.005,0.005
10.42,4.599,19.172,0.0,-0.0,-0.005,0.005
10.44,4.598,19.17,0.0,0.0,-0.005,0.005
10.46,4.596,19.168,0.0,0.0,-0.005,0.005
10.48,4.595,19.165,0.0,0.0,-0.005,0.005
10.5,4.593,19.163,0.0,0.0,-0.005,0.005
10.52,4.889,20.07,0.0,-0.045,-0.005,0.003
10.54,4.904,20.116,0.0,-0.047,-0.005,0.003
10.56,4.591,19.187,0.0,0.001,-0.005,0.003
10.58,4.571,19.131,0.0,0.004,-0.005,0.003
10.6,4.594,19.202,0.0,0.0,-0.005,0.003
10.62,4.596,19.21,0.0,-0.0,-0.005,0.003
10.64,4.593,19.203,0.0,-0.0,-0.005,0.003
10.66,4.591,19.201,0.0,0.0,-0.005,0.003
10.68,4.59,19.2,0.0,0.0,-0.005,0.003
10.7,4.588,19.198,0.0,-0.0,-0.005,0.003
10.72,4.587,19.197,0.0,0.0,-0.005,0.003
10.74,4.288,18.287,0.0,0.045,-0.005,0.005
10.76,4.27,18.238,0.0,0.047,-0.005,0.005
10.78,4.58,19.163,0.0,-0.001,-0.005,0.005
10.8,4.598,19.217,0.0,-0.004,-0.005,0.005
10.82,4.572,19.142,0.0,-0.0,-0.005,0.005
10.84,4.567,19.131,0.0,0.0,-0.005,0.005
10.86,4.568,19.135,0.0,0.0,-0.005,0.005
10.88,4.566,19.134,0.0,-0.0,-0.005,0.005
10.9,4.565,19.131,0.0,-0.0,-0.005,0.005
10.92,4.265,18.22,0.0,0.045,-0.005,0.007
10.94,4.248,18.17,0.0,0.047,-0.005,0.007
10.96,4.558,19.095,0.0,-0.001,-0.005,0.007
10.98,4.574,19.147,0.0,-0.004,-0.005,0.007
11.0,4.548,19.072,0.0,-0.0,-0.005,0.007
11.02,4.544,19.06,0.0,0.0,-0.005,0.007
11.04,4.544,19.063,0.0,0.0,-0.005,0.007
11.06,4.84,19.97,0.0,-0.045,-0.005,0.005
11.08,4.855,20.015,0.0,-0.047,-0.005,0.005
11.1,4.542,19.085,0.0,0.001,-0.005,0.005
11.12,4.522,19.028,0.0,0.004,-0.005,0.005
11.14,4.842,20.007,0.0,-0.045,-0.005,0.003
11.16,4.86,20.062,0.0,-0.048,-0.005,0.003
11.18,4.545,19.128,0.0,0.001,-0.005,0.003
11.2,4.525,19.07,0.0,0.004,-0.005,0.003
11.22,4.548,19.142,0.0,0.0,-0.005,0.003
11.24,4.55,19.149,0.0,-0.0,-0.005,0.003
11.26,4.546,19.143,0.0,-0.0,-0.005,0.003
11.28,4.545,19.14,0.0,0.0,-0.005,0.003
11.3,4.543,19.14,0.0,0.0,-0.005,0.003
11.32,4.542,19.138,0.0,-0.0,-0.005,0.003
11.34,4.541,19.137,0.0,0.0,-0.005,0.003
11.36,4.539,19.136,0.0,0.0,-0.005,0.003
11.38,4.538,19.134,0.0,0.0,-0.005,0.003
11.4,4.537,19.133,0.0,0.0,-0.005,0.003
11.42,4.833,20.04,0.0,-0.045,-0.005,0.002
11.44,4.848,20.088,0.0,-0.047,-0.005,0.002
11.46,4.535,19.159,0.0,0.001,-0.005,0.002
11.48,4.516,19.104,0.0,0.004,-0.005,0.002
11.5,4.539,19.176,0.0,0.0,-0.005,0.002
11.52,4.54,19.184,0.0,-0.0,-0.005,0.002
11.54,4.537,19.178,0.0,-0.0,-0.005,0.002
11.56,4.536,19.176,0.0,0.0,-0.005,0.002
11.58,4.237,18.268,0.0,0.045,-0.005,0.003
11.6,4.22,18.219,0.0,0.047,-0.005,0.003
11.62,4.53,19.145,0.0,-0.001,-0.005,0.003
11.64,4.547,19.199,0.0,-0.004,-0.005,0.003
11.66,4.521,19.125,0.0,-0.0,-0.005,0.003
11.68,4.517,19.115,0.0,0.0,-0.005,0.003
11.7,4.518,19.12,0.0,0.0,-0.005,0.003
11.72,4.517,19.119,0.0,-0.0,-0.005,0.003
11.74,4.515,19.118,0.0,-0.0,-0.005,0.003
11.76,4.514,19.116,0.0,0.0,-0.005,0.003
11.78,4.512,19.115,0.0,0.0,-0.005,0.003
11.8,4.511,19.114,0.0,0.0,-0.005,0.003
11.82,4.51,19.113,0.0,0.0,-0.005,0.003
11.84,4.508,19.111,0.0,0.0,-0.005,0.003
11.86,4.209,18.201,0.0,0.045,-0.005,0.005
11.88,4.192,18.152,0.0,0.047,-0.005,0.005
11.9,4.502,19.077,0.0,-0.001,-0.005,0.005
11.92,4.519,19.131,0.0,-0.004,-0.005,0.005
11.94,4.493,19.056,0.0,-0.0,-0.005,0.005
11.96,4.488,19.045,0.0,0.0,-0.005,0.005
11.98,4.787,19.957,0.0,-0.045,-0.005,0.003
12.0,4.802,20.004,0.0,-0.047,-0.005,0.003
12.02,4.489,19.075,0.0,0.001,-0.005,0.003
12.04,4.469,19.019,0.0,0.004,-0.005,0.003
12.06,4.492,19.09,0.0,0.0,-0.005,0.003
12.08,4.493,19.097,0.0,-0.0,-0.005,0.003
12.1,4.49,19.091,0.0,-0.0,-0.005,0.003
12.12,4.488,19.088,0.0,0.0,-0.005,0.003
12.14,4.785,19.996,0.0,-0.045,-0.005,0.002
12.16,4.8,20.043,0.0,-0.047,-0.005,0.002
12.18,4.487,19.115,0.0,0.001,-0.005,0.002
12.2,4.765,19.968,0.0,-0.041,-0.005,-0.0
12.22,4.804,20.088,0.0,-0.047,-0.005,-0.0
12.24,4.495,19.17,0.0,0.001,-0.005,-0.0
12.26,4.473,19.109,0.0,0.004,-0.005,-0.0
12.28,4.496,19.181,0.0,0.0,-0.005,-0.0
12.3,4.498,19.19,0.0,-0.0,-0.005,-0.0
12.32,4.496,19.185,0.0,-0.0,-0.005,-0.0
12.34,4.196,18.276,0.0,0.045,-0.005,0.002
12.36,4.179,18.228,0.0,0.047,-0.005,0.002
12.38,4.49,19.155,0.0,-0.001,-0.005,0.002
12.4,4.507,19.21,0.0,-0.004,-0.005,0.002
12.42,4.184,18.228,0.0,0.045,-0.005,0.003
12.44,4.164,18.171,0.0,0.048,-0.005,0.003
12.46,4.476,19.103,0.0,-0.001,-0.005,0.003
12.48,4.493,19.158,0.0,-0.004,-0.005,0.003
12.5,4.467,19.083,0.0,-0.0,-0.005,0.003
12.52,4.463,19.073,0.0,0.0,-0.005,0.003
12.54,4.463,19.077,0.0,0.0,-0.005,0.003
12.56,4.462,19.077,0.0,-0.0,-0.005,0.003
12.58,4.461,19.076,0.0,-0.0,-0.005,0.003
12.6,4.46,19.074,0.0,0.0,-0.005,0.003
12.62,4.458,19.073,0.0,0.0,-0.005,0.003
12.64,4.457,19.072,0.0,0.0,-0.005,0.003
12.66,4.456,19.07,0.0,0.0,-0.005,0.003
12.68,4.454,19.069,0.0,0.0,-0.005,0.003
12.7,4.155,18.159,0.0,0.045,-0.005,0.005
12.72,4.138,18.11,0.0,0.047,-0.005,0.005
12.74,4.448,19.035,0.0,-0.001,-0.005,0.005
12.76,4.465,19.088,0.0,-0.004,-0.005,0.005
12.78,4.439,19.014,0.0,-0.0,-0.005,0.005
12.8,4.434,19.003,0.0,0.0,-0.005,0.005
12.82,4.732,19.915,0.0,-0.045,-0.005,0.003
12.84,4.747,19.962,0.0,-0.047,-0.005,0.003
12.86,4.434,19.033,0.0,0.001,-0.005,0.003
12.88,4.414,18.976,0.0,0.004,-0.005,0.003
12.9,4.437,19.048,0.0,0.0,-0.005,0.003
12.92,4.439,19.055,0.0,-0.0,-0.005,0.003
12.94,4.734,19.957,0.0,-0.045,-0.005,0.002
12.96,4.748,20.003,0.0,-0.047,-0.005,0.002
12.98,4.435,19.075,0.0,0.001,-0.005,0.002
13.0,4.416,19.02,0.0,0.004,-0.005,0.002
13.02,4.439,19.092,0.0,0.0,-0.005,0.002
13.04,4.441,19.1,0.0,-0.0,-0.005,0.002
13.06,4.438,19.094,0.0,-0.0,-0.005,0.002
13.08,4.734,20.001,0.0,-0.045,-0.005,-0.0
13.1,4.749,20.049,0.0,-0.047,-0.005,-0.0
13.12,4.437,19.122,0.0,0.001,-0.005,-0.0
13.14,4.417,19.067,0.0,0.004,-0.005,-0.0
13.16,4.44,19.14,0.0,0.0,-0.005,-0.0
13.18,4.442,19.149,0.0,-0.0,-0.005,-0.0
13.2,4.142,18.235,0.0,0.045,-0.005,0.002
13.22,4.124,18.186,0.0,0.047,-0.005,0.002
13.24,4.435,19.113,0.0,-0.001,-0.005,0.002
13.26,4.154,18.26,0.0,0.041,-0.005,0.003
13.28,4.112,18.138,0.0,0.047,-0.005,0.003
13.3,4.42,19.056,0.0,-0.001,-0.005,0.003
13.32,4.439,19.115,0.0,-0.004,-0.005,0.003
13.34,4.413,19.042,0.0,-0.0,-0.005,0.003
13.36,4.409,19.032,0.0,0.0,-0.005,0.003
13.38,4.409,19.036,0.0,0.0,-0.005,0.003
13.4,4.408,19.036,0.0,-0.0,-0.005,0.003
13.42,4.407,19.034,0.0,-0.0,-0.005,0.003
13.44,4.406,19.033,0.0,0.0,-0.005,0.003
13.46,4.404,19.032,0.0,0.0,-0.005,0.003
13.48,4.403,19.03,0.0,0.0,-0.005,0.003
13.5,4.401,19.029,0.0,0.0,-0.005,0.003
13.52,4.4,19.028,0.0,0.0,-0.005,0.003
13.54,4.101,18.118,0.0,0.045,-0.005,0.005
13.56,4.083,18.068,0.0,0.047,-0.005,0.005
13.58,4.393,18.994,0.0,-0.001,-0.005,0.005
13.6,4.411,19.047,0.0,-0.004,-0.005,0.005
13.62,4.385,18.972,0.0,-0.0,-0.005,0.005
13.64,4.38,18.962,0.0,0.0,-0.005,0.005
13.66,4.678,19.874,0.0,-0.045,-0.005,0.003
13.68,6.577,19.783,0.045,-0.047,-0.003,0.003
13.7,6.366,18.846,0.047,0.001,-0.003,0.003
13.72,4.669,19.839,-0.001,-0.041,-0.003,0.002
13.74,4.591,19.967,-0.004,-0.047,-0.003,0.002
13.76,4.436,19.036,-0.0,0.001,-0.003,0.002
13.78,2.549,19.112,-0.044,0.004,-0.005,0.002
13.8,2.459,19.191,-0.047,0.0,-0.005,0.002
13.82,4.434,19.059,0.001,-0.0,-0.005,0.002
13.84,4.847,19.953,0.004,-0.045,-0.005,-0.0
13.86,4.707,20.011,0.0,-0.047,-0.005,-0.0
13.88,4.377,19.085,-0.0,0.001,-0.005,-0.0
13.9,4.369,19.03,-0.0,0.004,-0.005,-0.0
13.92,4.692,20.011,0.0,-0.045,-0.005,-0.002
13.94,4.709,20.068,0.0,-0.048,-0.005,-0.002
13.96,4.395,19.136,-0.0,0.001,-0.005,-0.002
13.98,4.375,19.081,-0.0,0.004,-0.005,-0.002
14.0,4.399,19.155,0.0,0.0,-0.005,-0.002
14.02,4.401,19.165,0.0,-0.0,-0.005,-0.002
14.04,4.398,19.16,0.0,-0.0,-0.005,-0.002
14.06,4.397,19.16,0.0,0.0,-0.005,-0.002
14.08,4.098,18.253,0.0,0.045,-0.005,-0.0
14.1,4.081,18.206,0.0,0.047,-0.005,-0.0
14.12,4.392,19.134,0.0,-0.001,-0.005,-0.0
14.14,4.41,19.189,0.0,-0.004,-0.005,-0.0
14.16,4.086,18.208,0.0,0.045,-0.005,0.002
14.18,4.066,18.151,0.0,0.048,-0.005,0.002
14.2,4.378,19.084,0.0,-0.001,-0.005,0.002
14.22,4.396,19.14,0.0,-0.004,-0.005,0.002
14.24,4.37,19.066,0.0,-0.0,-0.005,0.002
14.26,4.366,19.057,0.0,0.0,-0.005,0.002
14.28,4.367,19.062,0.0,0.0,-0.005,0.002
14.3,4.366,19.062,0.0,-0.0,-0.005,0.002
14.32,4.365,19.062,0.0,-0.0,-0.005,0.002
14.34,4.364,19.061,0.0,0.0,-0.005,0.002
14.36,4.362,19.06,0.0,0.0,-0.005,0.002
14.38,4.361,19.06,0.0,0.0,-0.005,0.002
14.4,4.36,19.059,0.0,0.0,-0.005,0.002
14.42,4.061,18.15,0.0,0.045,-0.005,0.003
14.44,4.044,18.101,0.0,0.047,-0.005,0.003
14.46,4.354,19.028,0.0,-0.001,-0.005,0.003
14.48,4.371,19.082,0.0,-0.004,-0.005,0.003
14.5,4.345,19.008,0.0,-0.0,-0.005,0.003
14.52,4.639,19.906,0.0,-0.044,-0.005,0.002
14.54,4.656,19.959,0.0,-0.047,-0.005,0.002
14.56,6.227,18.894,0.045,0.001,-0.003,0.002
14.58,6.309,18.83,0.047,0.004,-0.003,0.002
14.6,4.357,19.043,-0.001,0.0,-0.003,0.002
14.62,4.241,19.059,-0.004,-0.0,-0.003,0.002
14.64,4.691,19.951,-0.0,-0.045,-0.003,-0.0
14.66,4.725,19.996,0.0,-0.047,-0.003,-0.0
14.68,2.517,19.208,-0.045,0.001,-0.005,-0.0
14.7,2.393,19.161,-0.047,0.004,-0.005,-0.0
14.72,4.393,19.093,0.001,0.0,-0.005,-0.0
14.74,4.513,19.093,0.004,-0.0,-0.005,-0.0
14.76,4.356,19.099,0.0,-0.0,-0.005,-0.0
14.78,4.336,19.1,-0.0,0.0,-0.005,-0.0
14.8,4.347,19.1,-0.0,0.0,-0.005,-0.0
14.82,4.348,19.1,0.0,-0.0,-0.005,-0.0
14.84,4.346,19.1,0.0,0.0,-0.005,-0.0
14.86,4.345,19.1,-0.0,0.0,-0.005,-0.0
14.88,4.344,19.101,-0.0,0.0,-0.005,-0.0
14.9,4.641,20.009,0.0,-0.045,-0.005,-0.002
14.92,4.656,20.058,0.0,-0.047,-0.005,-0.002
14.94,4.343,19.131,0.0,0.001,-0.005,-0.002
14.96,4.324,19.077,0.0,0.004,-0.005,-0.002
14.98,4.347,19.151,0.0,0.0,-0.005,-0.002
15.0,4.35,19.16,0.0,-0.0,-0.005,-0.002
15.02,6.231,19.018,0.045,-0.0,-0.003,-0.002
15.04,6.034,18.102,0.047,0.045,-0.003,-0.0
15.06,4.042,18.196,-0.001,0.047,-0.003,-0.0
15.08,4.235,19.132,-0.004,-0.001,-0.003,-0.0
15.1,4.407,19.176,-0.0,-0.004,-0.003,-0.0
15.12,4.401,19.102,0.0,-0.0,-0.003,-0.0
15.14,4.385,19.095,0.0,0.0,-0.003,-0.0
15.16,2.5,19.239,-0.045,0.0,-0.005,-0.0
15.18,2.399,19.247,-0.047,-0.0,-0.005,-0.0
15.2,4.374,19.106,0.001,-0.0,-0.005,-0.0
15.22,4.49,19.098,0.004,0.0,-0.005,-0.0
15.24,4.334,19.109,0.0,0.0,-0.005,-0.0
15.26,4.315,19.111,-0.0,0.0,-0.005,-0.0
15.28,4.326,19.11,-0.0,0.0,-0.005,-0.0
15.3,4.327,19.111,0.0,0.0,-0.005,-0.0
15.32,4.325,19.111,0.0,0.0,-0.005,-0.0
15.34,4.324,19.111,-0.0,0.0,-0.005,-0.0
15.36,4.323,19.111,-0.0,0.0,-0.005,-0.0
15.38,4.322,19.112,0.0,0.0,-0.005,-0.0
15.4,4.023,18.203,0.0,0.045,-0.005,0.002
15.42,4.006,18.155,0.0,0.047,-0.005,0.002
15.44,4.316,19.082,0.0,-0.001,-0.005,0.002
15.46,4.334,19.137,0.0,-0.004,-0.005,0.002
15.48,4.308,19.064,0.0,-0.0,-0.005,0.002
15.5,4.304,19.055,0.0,0.0,-0.005,0.002
15.52,4.305,19.06,0.0,0.0,-0.005,0.002
15.54,4.304,19.06,0.0,-0.0,-0.005,0.002
15.56,4.6,19.968,0.0,-0.045,-0.005,-0.0
15.58,4.615,20.016,0.0,-0.047,-0.005,-0.0
15.6,4.303,19.088,0.0,0.001,-0.005,-0.0
15.62,6.167,18.895,0.045,0.004,-0.003,-0.0
15.64,4.408,19.099,0.002,0.0,-0.005,-0.0
15.66,2.333,19.256,-0.048,-0.0,-0.005,-0.0
15.68,4.188,19.118,-0.003,-0.0,-0.005,-0.0
15.7,4.459,19.098,0.004,0.0,-0.005,-0.0
15.72,4.322,19.108,0.0,0.0,-0.005,-0.0
15.74,4.291,19.111,-0.0,-0.0,-0.005,-0.0
15.76,4.299,19.11,-0.0,0.0,-0.005,-0.0
15.78,4.301,19.11,0.0,0.0,-0.005,-0.0
15.8,4.3,19.111,0.0,0.0,-0.005,-0.0
15.82,4.298,19.111,-0.0,0.0,-0.005,-0.0
15.84,4.595,20.02,-0.0,-0.045,-0.005,-0.002
15.86,4.61,20.068,0.0,-0.047,-0.005,-0.002
15.88,4.298,19.142,0.0,0.001,-0.005,-0.002
15.9,4.279,19.087,0.0,0.004,-0.005,-0.002
15.92,4.302,19.161,0.0,0.0,-0.005,-0.002
15.94,4.304,19.171,0.0,-0.0,-0.005,-0.002
15.96,4.302,19.166,0.0,-0.0,-0.005,-0.002
15.98,4.3,19.166,0.0,0.0,-0.005,-0.002
16.0,4.002,18.259,0.0,0.045,-0.005,-0.0
16.02,3.985,18.212,0.0,0.047,-0.005,-0.0
16.04,4.295,19.14,0.0,-0.001,-0.005,-0.0
16.06,4.313,19.195,0.0,-0.004,-0.005,-0.0
16.08,4.287,19.123,0.0,-0.0,-0.005,-0.0
16.1,4.284,19.115,0.0,0.0,-0.005,-0.0
16.12,4.284,19.12,0.0,0.0,-0.005,-0.0
16.14,4.284,19.121,0.0,-0.0,-0.005,-0.0
16.16,4.283,19.121,0.0,-0.0,-0.005,-0.0
16.18,4.282,19.121,0.0,0.0,-0.005,-0.0
16.2,4.281,19.122,0.0,0.0,-0.005,-0.0
16.22,4.28,19.122,0.0,0.0,-0.005,-0.0
16.24,4.279,19.122,0.0,0.0,-0.005,-0.0
16.26,4.277,19.123,0.0,0.0,-0.005,-0.0
16.28,4.276,19.123,0.0,0.0,-0.005,-0.0
16.3,4.275,19.123,0.0,0.0,-0.005,-0.0
16.32,4.274,19.123,0.0,0.0,-0.005,-0.0
16.34,4.273,19.124,0.0,0.0,-0.005,-0.0
16.36,4.272,19.124,0.0,0.0,-0.005,-0.0
16.38,4.271,19.124,0.0,0.0,-0.005,-0.0
